,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M26,M27,M28,M29,M30,M31,M32,M33,M34,M35,M36,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,R24,R25,R26,R27,R28,R29,R30,R31,R32,R33,R34,R35,R36
CBM23,0.034169626,0.031679375,0.055137845,0.034718132,0.043981213,0.050818698,0.037837734,0.061388491,0.044749403,0.05375503,0.041761838,0.036829021,0.037156789,0.063712926,0.03666568,0.050108466,0.034620727,0.052158881,0.047515753,0.046518119,0.021718016,0.026603561,0.01484768,0.047565402,0.052409391,0.039626978,0.02880387,0.035048558,0.075981589,0.060528232,0.037156277,0.038332234,0.05479332,0.046481919,0.047301811,0.044839115,0.058650472,0.036550716,0.040900288,0.035387358,0.059207647,0.026090263,0.036199272,0.044857768,0.030506406,0.029550531,0.040391646,0.026909815,0.038362502,0.056203273,0.030401084,0.04338331,0.047779415,0.062961228,0.050719876,0.021081597,0.025292401,0.024824256,0.021602938,0.028635805,0.052792549,0.030006676,0.048541922,0.026387423,0.043778891,0.01624127,0.024692713,0.029036416,0.027528603,0.035204804,0.037284202,0.035248692
CBM25,0.001380591,0.00073673,0.003341688,0.000309983,0.000829834,0,0.001282635,0.001852239,0.002632318,0.001604628,0.002130706,0.001674046,0.00195562,0.000732332,0.000705109,0.000611079,0.00020731,0.001490254,0,0,0,0.000506735,0,0.000834481,0.001834329,0,0.000879507,0.000680555,0,0.001635898,0.000437133,0,0.003068426,0.002099183,0.001805413,0,0.001418963,0,0.00120295,0,0.000858082,0,0.001630598,0.001094092,0.000910639,0.000500856,0.00153386,0.00062581,0.000871875,0.000653526,0,0.00073531,0.002027006,0.001952286,0.002305449,0,0.000683578,0.000564188,0,0.000753574,0.000884791,0.001250278,0,0.000694406,0,0,0,0.000708205,0.000671429,0.000251463,0.001256771,0.000269074
CBM26,0.000862869,0.001841824,0.001670844,0.003409817,0.004149171,0.003445335,0.001282635,0.003439872,0.003509757,0.001203471,0.002556847,0.001674046,0.00097781,0.002196997,0.003525546,0.004888631,0.002073097,0.000496751,0.005164756,0.005427114,0.003619669,0.00278704,0.001746786,0.002503442,0.004978892,0,0.005057168,0.003402773,0.004937432,0.004703207,0.002185663,0.005027178,0.002191733,0.002099183,0.00433299,0.002599369,0.001891951,0,0.002405899,0.002670744,0.00471945,0.001768831,0.004239554,0.002188184,0.005008514,0.000500856,0.005112867,0.003754858,0.0011625,0.003921159,0.001806005,0.003676552,0.003764439,0.002928429,0.001152724,0.002219115,0.001367157,0.002256751,0.001136997,0.004521443,0.002654374,0.00575128,0.003640644,0.003124826,0.003862843,0,0.002743635,0.003541026,0.001342859,0.002011703,0.000418924,0.00269074
CBM27,0.000862869,0.001841824,0.001670844,0.001549917,0,0,0.000641318,0.000529211,0.000877439,0.000401157,0.000852282,0,0.000651873,0,0.002115328,0.000611079,0.002487717,0,0.002065902,0,0,0.001013469,0.001746786,0.000834481,0.000524094,0.005283597,0.000439754,0.000340277,0.000548604,0.000204487,0.000874265,0,0.000438347,0.001499417,0.000722165,0,0,0.000689636,0,0,0.000429041,0,0.000652239,0,0,0.000500856,0.000511287,0.001251619,0.0011625,0.000653526,0.001806005,0.00073531,0.001737433,0.000976143,0,0,0.002050735,0,0,0,0.000589861,0,0,0.000694406,0.000429205,0,0.001371817,0.000708205,0.000671429,0.001005852,0.000418924,0.000269074
CBM3,0.011735023,0.007367297,0.0267335,0.016739099,0.012447513,0.015934676,0.014750303,0.020110023,0.013161589,0.014040493,0.018750213,0.009207255,0.009452166,0.012083486,0.017627731,0.016499129,0.015340921,0.012418781,0.010329511,0.016281342,0.015685234,0.016722239,0.011354108,0.020862019,0.013102348,0.023776187,0.015391381,0.027562458,0.023041348,0.018608341,0.011365449,0.016966726,0.022355674,0.017993001,0.015165466,0.009422713,0.024122371,0.017240904,0.021653093,0.01335372,0.022739169,0.010170781,0.018262696,0.018599562,0.01775746,0.016027407,0.01687246,0.020964623,0.017146876,0.014377581,0.011739032,0.020588689,0.019111766,0.014642146,0.004610898,0.008876462,0.015722303,0.007334439,0.010232971,0.006782164,0.013861731,0.020004451,0.014562577,0.009027276,0.011159325,0.009994628,0.015089991,0.009206668,0.012757157,0.015842162,0.016756945,0.011032033
CBM30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000439754,0,0.000548604,0,0,0,0,0.000299883,0,0.000324921,0,0,0,0,0,0,0,0,0,0,0,0.000312905,0,0.000653526,0,0,0.000289572,0,0.001152724,0,0,0,0,0,0,0.000250056,0,0,0,0,0,0,0,0,0,0
CBM31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000472988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBM32,0.095260776,0.104615611,0.158730159,0.11283393,0.10870828,0.14168942,0.140448537,0.143945428,0.154429313,0.134788731,0.138495892,0.165730596,0.146997471,0.105455877,0.151598483,0.158269425,0.138068288,0.143064359,0.131184795,0.124823619,0.129101538,0.118829241,0.117034656,0.162723745,0.143863778,0.1796423,0.130167106,0.15516643,0.181039165,0.183629567,0.104911841,0.161498099,0.134134046,0.107958004,0.092798209,0.094227126,0.115408992,0.108272875,0.084206474,0.092140668,0.13042844,0.083135077,0.113815729,0.11487965,0.068297925,0.101673862,0.141626403,0.117652213,0.143568759,0.071887907,0.11287531,0.122061516,0.149419263,0.088829019,0.094523406,0.108736658,0.088865192,0.082371393,0.068219804,0.088168137,0.145400707,0.119026483,0.174750919,0.08645353,0.146358841,0.067463738,0.137181738,0.09277489,0.071842939,0.124222665,0.084622571,0.089063488
CBM34,0,0,0,0.000309983,0,0.000430667,0,0.001058422,0.001754879,0,0.000852282,0.000837023,0.001629684,0.002196997,0,0,0.002487717,0.002483756,0.001032951,0,0.000603278,0.001013469,0,0,0,0,0.001759015,0.000340277,0,0.000408975,0.000437133,0,0.000876693,0.001499417,0.000361083,0.000324921,0.001891951,0.002758545,0,0.001335372,0.000429041,0,0,0,0,0,0.000511287,0.002190334,0.001453125,0,0.000301001,0.002941241,0.001158289,0,0,0.001109558,0,0.000564188,0.001136997,0,0,0.001500334,0,0.001041609,0,0,0,0.000708205,0.002685717,0.000251463,0.001256771,0.001076296
CBM35,0.022952325,0.018786606,0.030075188,0.023558733,0.022405523,0.028424017,0.022446113,0.039161624,0.025445739,0.028883299,0.045170968,0.039340091,0.018252458,0.021969974,0.017627731,0.023832076,0.037315753,0.014405786,0.035120339,0.017831946,0.018098346,0.025336725,0.02358161,0.030875788,0.029349259,0.031701582,0.027264732,0.03096523,0.048825714,0.043146814,0.0220752,0.022622302,0.039889537,0.021291718,0.024553612,0.024694006,0.025068347,0.02689581,0.016841295,0.014689092,0.029174783,0.020341561,0.029024642,0.042669584,0.033238323,0.029049675,0.023007899,0.048187342,0.024121877,0.020259319,0.031906088,0.019118069,0.027798933,0.030260435,0.02074904,0.017752924,0.019140195,0.027645194,0.038089391,0.012810755,0.032147418,0.033007344,0.019416769,0.023609799,0.037340819,0.029983884,0.039782704,0.024078979,0.017457163,0.024643363,0.017175868,0.032827026
CBM36,0.000517722,0,0,0.000309983,0,0,0,0.000264606,0,0,0,0,0,0,0.000705109,0,0,0.000993502,0,0,0,0,0,0,0,0,0,0.000340277,0,0,0.000218566,0,0,0.000299883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000301001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBM37,0.000345148,0,0,0,0,0.000861334,0,0.000264606,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000253367,0,0,0,0,0,0,0,0,0.000218566,0,0,0.000599767,0,0,0.001418963,0,0,0,0,0.000442208,0,0,0,0,0,0.000938714,0,0,0,0,0,0,0,0,0,0,0.000568498,0,0,0.000250056,0,0,0,0.001249328,0,0,0.000671429,0,0,0
CBM38,0.011044728,0.010314215,0.011695906,0.0092995,0.013277347,0.02239468,0.011543715,0.03042964,0.010529271,0.01444165,0.025142331,0.026784743,0.019882141,0.010984987,0.022563495,0.024443154,0.025706408,0.025334314,0.024790827,0.010078926,0.02714752,0.02026938,0.013974287,0.014186173,0.025942648,0.015850791,0.033861038,0.018715249,0.050471525,0.04866797,0.013988246,0.021993905,0.024985754,0.007796967,0.004694073,0.009422713,0.02033847,0.009654906,0.010826547,0.002003058,0.003432327,0.00619091,0.014349261,0.003282276,0.002731917,0.005509421,0.021474039,0.010012954,0.009300001,0.002614106,0.010234028,0.003676552,0.013320322,0.00634493,0.003458173,0.003328673,0.002734314,0.003385126,0.003979489,0.007535738,0.022709644,0.01550345,0.012135481,0.006596856,0.036911614,0.001249328,0.032923617,0.007082053,0.013428587,0.006286572,0.011310938,0.011301107
CBM4,0.00534979,0.001841824,0.003341688,0.002479867,0.005808839,0.008613339,0.008337128,0.012171856,0.007019514,0.011232394,0.011079671,0.004185116,0.003911241,0.002196997,0.002115328,0.008555104,0.004146195,0.002483756,0.004131805,0.009303624,0.004826226,0.002280305,0.001746786,0.005006884,0.010481878,0.007925396,0.004617414,0.007826377,0.013440786,0.011860262,0.003278495,0.005655575,0.007013545,0.002099183,0.005055155,0.006498423,0.006621827,0.006206725,0.003608849,0.006009174,0.004290409,0.011497404,0.011740304,0.010940919,0.015480863,0.00851456,0.01073702,0.01689686,0.012787501,0.006535264,0.00361201,0.008088414,0.008108022,0.015130217,0.001152724,0.008876462,0.006835784,0.010155377,0.015917954,0.009042886,0.007373261,0.018004006,0.004854192,0.014582523,0.009871711,0.009994628,0.009602722,0.009206668,0.006042864,0.004274869,0.002932465,0.00538148
CBM40,0,0,0,0,0,0,0.000641318,0,0,0,0,0.000837023,0,0,0,0,0,0,0,0,0,0.000506735,0,0,0,0,0,0,0.000274302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000251463,0,0
CBM41,0.036758234,0.034994659,0.030075188,0.024178699,0.027384529,0.040482691,0.031424559,0.031752668,0.022813421,0.020860161,0.030682167,0.027621766,0.012385596,0.013181985,0.024678823,0.018332366,0.035035346,0.01192203,0.030988534,0.023259059,0.048865535,0.032431008,0.034062325,0.024199942,0.019391475,0.044910575,0.049472296,0.040152716,0.024687159,0.027605781,0.032566384,0.022622302,0.02673914,0.026389734,0.028886602,0.033791797,0.039730965,0.024826901,0.03368259,0.066100914,0.035181356,0.057044813,0.040764946,0.031728665,0.05418302,0.039066804,0.042948079,0.047874438,0.017146876,0.022873425,0.043946121,0.019118069,0.034459094,0.030260435,0.033429009,0.026629386,0.028710293,0.050212699,0.05230185,0.030896527,0.018875548,0.030756843,0.025484509,0.035067496,0.021889445,0.048723811,0.016461809,0.024078979,0.08124295,0.019111179,0.044405903,0.041975541
CBM42,0.003969199,0.001841824,0.001670844,0.00464975,0.004979005,0.006460004,0.003847905,0.005292111,0.004387196,0.005616197,0.002556847,0.005859162,0.004237178,0.005126327,0.007756201,0.004277552,0.007048531,0.00397401,0.007230658,0.006977718,0.009049173,0.003293774,0.003493572,0.005006884,0.007599362,0.002641799,0.006816183,0.005104159,0.006583242,0.010019876,0.004589893,0.004398781,0.004383466,0.006897317,0.005416238,0.003249211,0.00614884,0.002758545,0.003608849,0.006009174,0.002145205,0.003095455,0.002282837,0.001094092,0.004553195,0.003005139,0.005112867,0.004380667,0.00290625,0.005881738,0.006321017,0.002941241,0.007239305,0.008297216,0.002305449,0.001109558,0.004785049,0.005641876,0.007958977,0.002260721,0.004129026,0.00575128,0.00606774,0.003472029,0.005150458,0.001249328,0.013718174,0.002832821,0.008057152,0.00352048,0.004189236,0.005112406
CBM43,0.000345148,0.00073673,0.001670844,0.001549917,0.000829834,0.002153335,0.000641318,0.001587633,0.000877439,0.001604628,0.002130706,0.005022139,0.00097781,0.001098499,0,0,0.000621929,0.000496751,0.002065902,0,0.003016391,0.001773571,0.002620179,0.000834481,0.000262047,0,0.001099384,0.001361109,0.000274302,0.001022436,0.000874265,0,0.000876693,0.001199533,0.001083248,0.001299685,0.000472988,0,0.00120295,0,0.000429041,0.000442208,0.001304478,0,0.000910639,0.000500856,0.000511287,0.00062581,0.000290625,0,0,0,0.000289572,0.000976143,0,0,0.000683578,0.000564188,0.001136997,0,0,0,0.001213548,0,0.001716819,0.001249328,0,0,0.000671429,0,0.000418924,0.000538148
CBM44,0.000345148,0.000368365,0,0.00092995,0,0,0,0.000264606,0,0,0.000852282,0,0.00097781,0,0.000705109,0.000611079,0.000829239,0.000496751,0,0.000775302,0.000603278,0.001520204,0,0,0.000262047,0,0.000439754,0,0.000822905,0,0.000874265,0,0,0.00089965,0.001083248,0.000324921,0,0.000689636,0,0.000667686,0.000429041,0,0.00032612,0,0,0,0,0.00062581,0.00058125,0,0.001204003,0,0.000289572,0.000488072,0,0,0,0.000564188,0,0,0.000589861,0,0,0,0,0,0,0,0.000671429,0.000251463,0.001675694,0.000269074
CBM45,0.000345148,0,0,0,0.001659668,0.001292001,0.000641318,0,0,0.000802314,0,0,0.000651873,0.002196997,0,0.001222158,0.00020731,0.001987005,0.001032951,0.001550604,0.001206556,0.000506735,0.000873393,0.000834481,0.000262047,0,0.000879507,0.000340277,0.001371509,0.001431411,0.000437133,0,0.000876693,0.00089965,0.000361083,0.000649842,0.001418963,0.002758545,0,0.002003058,0.001287123,0.001326624,0.001304478,0.001094092,0,0,0.002045147,0.001564524,0.001453125,0.003267632,0.000301001,0.001470621,0.001447861,0.002440358,0.001152724,0,0.002050735,0.004513501,0.000568498,0.001507148,0.00029493,0.000750167,0,0.001041609,0.00085841,0,0,0.003541026,0.002014288,0.002011703,0.000418924,0.001883518
CBM46,0.000172574,0.000368365,0,0.000309983,0,0,0,0,0,0,0,0,0.00097781,0.001098499,0,0,0.000414619,0.000993502,0,0,0,0.000506735,0,0.000834481,0,0,0,0,0.000274302,0.000204487,0.000874265,0.000628397,0,0.00089965,0,0.000324921,0.000472988,0,0,0,0,0,0,0,0,0,0,0,0.000290625,0,0.000602002,0,0.000579144,0,0.001152724,0,0.000683578,0,0,0,0,0,0,0,0,0,0,0,0,0.001005852,0.000418924,0
CBM47,0.010009284,0.009577486,0.016708438,0.014259233,0.004979005,0.027132017,0.016674256,0.023814501,0.01228415,0.015645121,0.033239014,0.02092558,0.003585304,0.003295496,0.023973714,0.031776101,0.030681842,0.014902537,0.019626072,0.009303624,0.020511459,0.02305642,0.007860537,0.015020653,0.024632414,0.015850791,0.025945471,0.025861072,0.054586051,0.046214123,0.012676847,0.021993905,0.022794021,0.011095684,0.00577732,0.00877287,0.019392495,0.008275634,0.016841295,0.018027522,0.003432327,0.004864286,0.019567174,0.010940919,0.008195751,0.006511134,0.018917606,0.025032386,0.007846875,0.003921159,0.010234028,0.008088414,0.013609894,0.007321073,0.004610898,0.004438231,0.005468627,0.005641876,0.008527476,0.003014295,0.024774157,0.030756843,0.018203221,0.010068885,0.033477975,0.006246642,0.023320896,0.009206668,0.008728581,0.01483631,0.00460816,0.007534071
CBM48,0.163427455,0.158028511,0.165413534,0.166771028,0.199160208,0.191216117,0.21740664,0.216711958,0.208830549,0.180119465,0.1623598,0.158197387,0.20012516,0.177956792,0.209417439,0.196156314,0.161079669,0.185784966,0.159074476,0.187623079,0.20270148,0.163675244,0.187779486,0.162723745,0.179240116,0.206060286,0.190413369,0.162312252,0.19118833,0.231479588,0.173978803,0.157727715,0.16043484,0.17393234,0.17729152,0.195927439,0.192032996,0.190339577,0.19608079,0.190958196,0.164751714,0.17113444,0.182953078,0.170678337,0.191689509,0.177804045,0.187642202,0.180858986,0.174956261,0.192790296,0.165851456,0.209563446,0.176639051,0.215239546,0.199421332,0.199720391,0.175679648,0.184489354,0.200679924,0.226825721,0.199667908,0.1685375,0.162615439,0.186795178,0.184987274,0.152418075,0.175592625,0.199713885,0.22291454,0.180047426,0.167569447,0.199921969
CBM5,0.099920271,0.092827937,0.105263158,0.093924947,0.083813254,0.11929474,0.094914993,0.125423038,0.099150639,0.10349849,0.098012477,0.099605762,0.077247008,0.092640059,0.093074417,0.074551621,0.074838817,0.073519185,0.100196261,0.090710332,0.103763853,0.087158334,0.105680548,0.102641132,0.086737542,0.105671941,0.113456464,0.108548445,0.097102825,0.111854536,0.095513489,0.067866905,0.103888134,0.08966512,0.093881457,0.100725549,0.090340646,0.089652699,0.095033021,0.070774716,0.099966535,0.072522088,0.097183631,0.105032823,0.111097957,0.112692705,0.102768617,0.08698754,0.082537505,0.088226068,0.097825269,0.079413516,0.100481559,0.093709734,0.094523406,0.068792579,0.079295094,0.080114643,0.094370729,0.07686453,0.080810941,0.101522589,0.109219325,0.090272763,0.105155179,0.103694264,0.074078139,0.065154884,0.06110007,0.08021666,0.117298613,0.089332562
CBM50,0.466812319,0.471506981,0.434419382,0.492873483,0.457238644,0.518522985,0.532293544,0.529475737,0.47644953,0.47015593,0.488783963,0.441111232,0.326588616,0.50823874,0.388515181,0.483974457,0.386839978,0.362131659,0.485487036,0.472158906,0.451252104,0.459101458,0.441936836,0.44811616,0.487931428,0.459672945,0.512532982,0.476047884,0.515687318,0.528190615,0.485654399,0.461243598,0.53083768,0.479813353,0.478434346,0.550741308,0.584139777,0.649637251,0.520877191,0.587563681,0.486961446,0.600518268,0.537118929,0.491247265,0.630617504,0.518887297,0.540429992,0.647087169,0.495806281,0.552883359,0.46926029,0.58751296,0.531075442,0.599839913,0.501435142,0.581408251,0.529089679,0.635275267,0.5923753,0.559151777,0.506395567,0.57262741,0.457507615,0.536081329,0.409890596,0.605924316,0.507572432,0.643050382,0.614357845,0.48632922,0.530776224,0.582007023
CBM51,0.061263724,0.055254724,0.065162907,0.076255897,0.058918228,0.094746725,0.081447325,0.118014082,0.075459778,0.107108902,0.109092149,0.082028275,0.05703893,0.066642256,0.07262625,0.107549879,0.09619172,0.057126393,0.093998554,0.073653688,0.088681897,0.088171803,0.054150363,0.127675554,0.138884885,0.116239136,0.079595427,0.0942568,0.174730224,0.157659684,0.078683881,0.096144783,0.10564152,0.07796967,0.061745112,0.099100943,0.095070522,0.085514882,0.113077265,0.091472982,0.084092021,0.061024684,0.084791088,0.101750547,0.076038356,0.071622474,0.111971777,0.074471347,0.072075005,0.083651383,0.059297163,0.088237241,0.094400542,0.080043731,0.109508824,0.093202849,0.077927937,0.079550455,0.07333629,0.085153842,0.148350012,0.101522589,0.081307719,0.08645353,0.11502689,0.048723811,0.091911765,0.099856943,0.074528657,0.071415459,0.046081598,0.080453121
CBM53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000253367,0,0,0,0,0,0,0,0,0.000218566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000289572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBM54,0.003796625,0.001473459,0,0.004339767,0.004979005,0.003876002,0.003206588,0.005556717,0.008774393,0.003610412,0.00340913,0.004185116,0.00195562,0.004760161,0.003525546,0.000611079,0.001658478,0.002980507,0.001032951,0.000775302,0.003619669,0.00278704,0,0.003337923,0.002882516,0,0.005057168,0.0074861,0.006308941,0.004294233,0.002185663,0.002513589,0.003506772,0.003898483,0.003610825,0.004548896,0.008513778,0.003448181,0.003608849,0.006009174,0.005577532,0.005306494,0.003587315,0.003282276,0.006829792,0.002003426,0.004090293,0.005632287,0.00290625,0.005228211,0.002709007,0.003676552,0.005501872,0.003416501,0.008069071,0.003328673,0.003417892,0.008462814,0.008527476,0.003014295,0.003539165,0.007251613,0.003640644,0.004860841,0.005579663,0.007495971,0.001371817,0.009206668,0.006714293,0.00352048,0.001256771,0.006457776
CBM56,0.001725739,0.001105094,0,0.00464975,0,0.003014669,0,0.002646056,0.001754879,0.002808099,0.002130706,0.000837023,0.002281557,0.003295496,0.007756201,0.001833237,0.004768124,0.00397401,0.005164756,0.004651812,0.002413113,0.000506735,0.003493572,0.006675846,0.005502986,0,0.003298153,0.003062495,0.004388828,0.003680771,0.001967097,0.003141986,0.004821812,0.001499417,0.002166495,0.001624606,0.006621827,0.002068908,0.00120295,0.004673802,0.000858082,0.002653247,0.001956717,0.002188184,0.004553195,0.002003426,0.000511287,0.002190334,0.003778125,0.001960579,0.00361201,0.003676552,0.003185294,0.003904572,0,0,0.002050735,0.003949313,0.001136997,0.003767869,0.007078331,0.003000668,0.002427096,0.003819232,0.002146024,0.002498657,0,0.004957437,0.000671429,0.002011703,0.000837847,0.002152592
